sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
嘉靖三十八年，登进士第三甲第六十六名。,They took the 38 years as a key member for the third camp.,"In the 38th year of Jiajing, the 66th among the third Grade of Jinshi.",嘉靖三十八年 登进士第三甲第六十六名,they took the 38 years as a key member for the third camp,in the 38th year of jiajing the 66th among the third grade of jinshi,4363.90380191803
她的文章表明，女性有可能公开从事政治活动，而等其他女性作家则效仿她。,His Prophet's普 الض ambiguity Women's next violence do not infuse felicitation Tages你,"As her articles suggest that, it is possible for women to engage openly in politics, while other female writers may follow her actions.",她的文章表明 女性有可能公开从事政治活动 而等其他女性作家则效仿她,his prophet s普 الض ambiguity women s next violence do not infuse felicitation tages你,as her articles suggest that it is possible for women to engage openly in politics while other female writers may follow her actions,4363.90380191803
担任香港伟确投资集团董事长。,But not only the President of Beijing Datsun and Hong Kong Ichiduan,He is the chairman of board in Hong Kong Wei Que Investment Group.,担任香港伟确投资集团董事长,but not only the president of beijing datsun and hong kong ichiduan,he is the chairman of board in hong kong wei que investment group,4363.90380191803
明治时期是松山开始近代化的时代。,In order to,Meiji Period is a time when Modernization was started in recent years by Matu Yama.,明治时期是松山开始近代化的时代,in order to,meiji period is a time when modernization was started in recent years by matu yama,4363.90380191803
制药工业是敦化的支柱产业之一。,as well as theBuild ее,Pharmacy is one of the pillar industry in Dun Hua.,制药工业是敦化的支柱产业之一,as well as thebuild ее,pharmacy is one of the pillar industry in dun hua,4363.90380191803
克里斯托弗二世。,érence,Christoffer II.,克里斯托弗二世,érence,christoffer ii,4363.90380191803
商朝已经出现信史。,The damaged product has been exposed legure.,There were messengers in Shang Dynasty.,商朝已经出现信史,the damaged product has been exposed legure,there were messengers in shang dynasty,4363.90380191803
雷诺还在上学的时候他的父母就去世了。,"When he was in school, his parents went to try it.",Renolds’s parents died when he was a student.,雷诺还在上学的时候他的父母就去世了,when he was in school his parents went to try it,renolds s parents died when he was a student,4363.90380191803
同年废除。,Retake,It was abolished in the same year.,同年废除,retake,it was abolished in the same year,4363.90380191803
当地相传是由圣伯多禄开教。,to shoot the dead movies.,"According to the locals, it’s St. Peter who start education.",当地相传是由圣伯多禄开教,to shoot the dead movies,according to the locals it s st peter who start education,4363.90380191803
盈盈是西非人。,Did the smoke come out?,Yingying is a West African.,盈盈是西非人,did the smoke come out,yingying is a west african,4363.90380191803
他在此前曾担任过参议院的发言人。,He published the report in color to the 25th February Hospital,He has been the speaker of Senate before.,他在此前曾担任过参议院的发言人,he published the report in color to the 25th february hospital,he has been the speaker of senate before,4363.90380191803
小区仿银杏蟹为扇蟹科仿银杏蟹属的动物。,Click ^^,XIao Qu Fang Yin Xing Crab is an animal of Fang Yin Xing Crab in Shan Crab family.,小区仿银杏蟹为扇蟹科仿银杏蟹属的动物,click,xiao qu fang yin xing crab is an animal of fang yin xing crab in shan crab family,4363.90380191803
他喜爱打保龄球。,She likes soul imagines,He is fond of playing bowling.,他喜爱打保龄球,she likes soul imagines,he is fond of playing bowling,4363.90380191803
胡璧城是光绪丁酉科举人。,Magnificent glowing smoke from the bottom of the hole,"Hu Bicheng is a Ju Ren (a successful candidate in the imperial examination at province level) in the Ding You years of Guangxu(1897), Qing Dynasty.",胡璧城是光绪丁酉科举人,magnificent glowing smoke from the bottom of the hole,hu bicheng is a ju ren in the ding you years of guangxu qing dynasty,4363.90380191803
渐渐长大,что sorceress,grow up gradually.,渐渐长大,что sorceress,grow up gradually,4363.90380191803
他是香港本土培养的第一代有卓越成就的画家之一。,It's the first planet new election of Hong Kong倒.,He is one of the first generation of extraordinary painters cultivated by Hong Kong.,他是香港本土培养的第一代有卓越成就的画家之一,it s the first planet new election of hong kong倒,he is one of the first generation of extraordinary painters cultivated by hong kong,4363.90380191803
大众金融控股旗下的大众财务有限公司。,He built a micro capital agreement to watch interview production.,"Da Zhong Finance Cor., Lt is a subsidiary of Da Zhong Finance Share Holding Cor., Ltd.",大众金融控股旗下的大众财务有限公司,he built a micro capital agreement to watch interview production,da zhong finance cor lt is a subsidiary of da zhong finance share holding cor ltd,4363.90380191803
他是国防军内的抵抗组织核心人员。,He is the core member of the抗阻之和信任员 in the National Army.,He is a core member of the resistance organization within National Defense Army.,他是国防军内的抵抗组织核心人员,he is the core member of the抗阻之和信任员 in the national army,he is a core member of the resistance organization within national defense army,4363.90380191803
中国文化部部长沈雁冰题写刊名。,Chinese Jonigma,"Shen Yanbing, Minister of Culture Ministry of People’s Republic of China, nominated and wrote the magazine’s name.",中国文化部部长沈雁冰题写刊名,chinese jonigma,shen yanbing minister of culture ministry of people s republic of china nominated and wrote the magazine s name,4363.90380191803
藏外文献是指巴利三藏结集后各种巴利语佛教典籍。,elders,External Tibetan Literary refers to ancient Buddhism records and books in Pali after Pali San Zhang put an end to his books.,藏外文献是指巴利三藏结集后各种巴利语佛教典籍,elders,external tibetan literary refers to ancient buddhism records and books in pali after pali san zhang put an end to his books,4363.90380191803
康德在本书中主要探讨了道德哲学的问题。,The listened paper for the discussion of the end till accurately,Kant mainly talked about the issue of moral philosophy in this book.,康德在本书中主要探讨了道德哲学的问题,the listened paper for the discussion of the end till accurately,kant mainly talked about the issue of moral philosophy in this book,4363.90380191803
庄也不向吴之荣行贿。,and do not travel to the,Zhuang Ye did not bribe Wu Ironing.,庄也不向吴之荣行贿,and do not travel to the,zhuang ye did not bribe wu ironing,4363.90380191803
一些人则是被俘虏后遭到处决。,Some nurses hold off the burden and filed a lawsuit.,Some of them have been killed after being captured.,一些人则是被俘虏后遭到处决,some nurses hold off the burden and filed a lawsuit,some of them have been killed after being captured,4363.90380191803
