sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
金寿浩，吉林珲春人，朝鲜族，中国共产党党员。,"Jin Shouhao, Ji Linghui, Korean, Chinese Communist Party member","Jin Shouhao, born in Hunchun, Jilin Province, is a Korean nationality and a member of the Communist Party of China.",金寿浩 吉林珲春人 朝鲜族 中国共产党党员,jin shouhao ji linghui korean chinese communist party member,jin shouhao born in hunchun jilin province is a korean nationality and a member of the communist party of china,4191.862732887268
直到今天，人们仍然可以在该镇附近看到城墙的痕迹。,"Until today, people can still see the traces of the wall near the town.","Until today, people can still see the remnants of the city walls around the town.",直到今天 人们仍然可以在该镇附近看到城墙的痕迹,until today people can still see the traces of the wall near the town,until today people can still see the remnants of the city walls around the town,4191.862732887268
嘉靖三十八年，登进士第三甲第六十六名。,"Jia Jing, 38 years old, is the 66th in the Jin family.","In the 38th year of Jiajing, the 66th among the third Grade of Jinshi.",嘉靖三十八年 登进士第三甲第六十六名,jia jing 38 years old is the 66th in the jin family,in the 38th year of jiajing the 66th among the third grade of jinshi,4191.862732887268
她的文章表明，女性有可能公开从事政治活动，而等其他女性作家则效仿她。,"Her article shows that women may be open to political activities, and other female writers imitate her.","As her articles suggest that, it is possible for women to engage openly in politics, while other female writers may follow her actions.",她的文章表明 女性有可能公开从事政治活动 而等其他女性作家则效仿她,her article shows that women may be open to political activities and other female writers imitate her,as her articles suggest that it is possible for women to engage openly in politics while other female writers may follow her actions,4191.862732887268
担任香港伟确投资集团董事长。,as the chairman of Hong Kong WeChat Investment Group,He is the chairman of board in Hong Kong Wei Que Investment Group.,担任香港伟确投资集团董事长,as the chairman of hong kong wechat investment group,he is the chairman of board in hong kong wei que investment group,4191.862732887268
明治时期是松山开始近代化的时代。,The Ming Dynasty was the era of modernization in Songshan.,Meiji Period is a time when Modernization was started in recent years by Matu Yama.,明治时期是松山开始近代化的时代,the ming dynasty was the era of modernization in songshan,meiji period is a time when modernization was started in recent years by matu yama,4191.862732887268
制药工业是敦化的支柱产业之一。,The pharmaceutical industry is one of the pillar industries of Dunhuang.,Pharmacy is one of the pillar industry in Dun Hua.,制药工业是敦化的支柱产业之一,the pharmaceutical industry is one of the pillar industries of dunhuang,pharmacy is one of the pillar industry in dun hua,4191.862732887268
克里斯托弗二世。,Christoph II,Christoffer II.,克里斯托弗二世,christoph ii,christoffer ii,4191.862732887268
商朝已经出现信史。,Business editor has the record,There were messengers in Shang Dynasty.,商朝已经出现信史,business editor has the record,there were messengers in shang dynasty,4191.862732887268
雷诺还在上学的时候他的父母就去世了。,"When Raynor was still in school, his parents passed away.",Renolds’s parents died when he was a student.,雷诺还在上学的时候他的父母就去世了,when raynor was still in school his parents passed away,renolds s parents died when he was a student,4191.862732887268
同年废除。,TEN SYSTEM,It was abolished in the same year.,同年废除,ten system,it was abolished in the same year,4191.862732887268
当地相传是由圣伯多禄开教。,The local legend is that it was taught by Shambodulu.,"According to the locals, it’s St. Peter who start education.",当地相传是由圣伯多禄开教,the local legend is that it was taught by shambodulu,according to the locals it s st peter who start education,4191.862732887268
盈盈是西非人。,Ying Ying is a West African.,Yingying is a West African.,盈盈是西非人,ying ying is a west african,yingying is a west african,4191.862732887268
他在此前曾担任过参议院的发言人。,He was a spokesman for the Senate in the previous term.,He has been the speaker of Senate before.,他在此前曾担任过参议院的发言人,he was a spokesman for the senate in the previous term,he has been the speaker of senate before,4191.862732887268
小区仿银杏蟹为扇蟹科仿银杏蟹属的动物。,What doEn Auckland Kong pay forelerous insects like pawpaw rats and slices-needled mice? What are you trying to do with your sensuality? See theodochus and other animalsOO and what is the Hijacer einige親 Just onemusic,XIao Qu Fang Yin Xing Crab is an animal of Fang Yin Xing Crab in Shan Crab family.,小区仿银杏蟹为扇蟹科仿银杏蟹属的动物,what doen auckland kong pay forelerous insects like pawpaw rats and slices needled mice what are you trying to do with your sensuality see theodochus and other animalsoo and what is the hijacer einige親 just onemusic,xiao qu fang yin xing crab is an animal of fang yin xing crab in shan crab family,4191.862732887268
他喜爱打保龄球。,He likes to play bowling.,He is fond of playing bowling.,他喜爱打保龄球,he likes to play bowling,he is fond of playing bowling,4191.862732887268
胡璧城是光绪丁酉科举人。,胡碧晨是光緒丁有科舉人。,"Hu Bicheng is a Ju Ren (a successful candidate in the imperial examination at province level) in the Ding You years of Guangxu(1897), Qing Dynasty.",胡璧城是光绪丁酉科举人,胡碧晨是光緒丁有科舉人,hu bicheng is a ju ren in the ding you years of guangxu qing dynasty,4191.862732887268
渐渐长大,Grow up!,grow up gradually.,渐渐长大,grow up,grow up gradually,4191.862732887268
他是香港本土培养的第一代有卓越成就的画家之一。,He is one of the most successful artists in the first generation of local education in Hong Kong.,He is one of the first generation of extraordinary painters cultivated by Hong Kong.,他是香港本土培养的第一代有卓越成就的画家之一,he is one of the most successful artists in the first generation of local education in hong kong,he is one of the first generation of extraordinary painters cultivated by hong kong,4191.862732887268
大众金融控股旗下的大众财务有限公司。,"...any money 인� privilege, even having their 500 years I have had enough of плох壮 Urgent need of entertainment Or else I'd die If your walls had a trailers","Da Zhong Finance Cor., Lt is a subsidiary of Da Zhong Finance Share Holding Cor., Ltd.",大众金融控股旗下的大众财务有限公司,any money 인 privilege even having their 500 years i have had enough of плох壮 urgent need of entertainment or else i d die if your walls had a trailers,da zhong finance cor lt is a subsidiary of da zhong finance share holding cor ltd,4191.862732887268
