sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
几百年来，大部分原来的绘画和可移动的装饰已经售出。,"For hundreds of years, most of the original paintings and movable decorations have been sold out.","For centuries, most of the original paintings and removable decorations have been sold.",几百年来 大部分原来的绘画和可移动的装饰已经售出,for hundreds of years most of the original paintings and movable decorations have been sold out,for centuries most of the original paintings and removable decorations have been sold,4640.434547901154
金寿浩，吉林珲春人，朝鲜族，中国共产党党员。,"Kim So-ho, Korean, Korean Communist Party member","Jin Shouhao, born in Hunchun, Jilin Province, is a Korean nationality and a member of the Communist Party of China.",金寿浩 吉林珲春人 朝鲜族 中国共产党党员,kim so ho korean korean communist party member,jin shouhao born in hunchun jilin province is a korean nationality and a member of the communist party of china,4640.434547901154
直到今天，人们仍然可以在该镇附近看到城墙的痕迹。,"Until today, people can still see the traces of walls near the town.","Until today, people can still see the remnants of the city walls around the town.",直到今天 人们仍然可以在该镇附近看到城墙的痕迹,until today people can still see the traces of walls near the town,until today people can still see the remnants of the city walls around the town,4640.434547901154
嘉靖三十八年，登进士第三甲第六十六名。,"In 1938, Jiajing was ranked 66th in the third rank of the Jin family.","In the 38th year of Jiajing, the 66th among the third Grade of Jinshi.",嘉靖三十八年 登进士第三甲第六十六名,in 1938 jiajing was ranked 66th in the third rank of the jin family,in the 38th year of jiajing the 66th among the third grade of jinshi,4640.434547901154
她的文章表明，女性有可能公开从事政治活动，而等其他女性作家则效仿她。,"Her article shows that women are likely to openly engage in political activities, while other female authors are imitating her.","As her articles suggest that, it is possible for women to engage openly in politics, while other female writers may follow her actions.",她的文章表明 女性有可能公开从事政治活动 而等其他女性作家则效仿她,her article shows that women are likely to openly engage in political activities while other female authors are imitating her,as her articles suggest that it is possible for women to engage openly in politics while other female writers may follow her actions,4640.434547901154
担任香港伟确投资集团董事长。,I am the chairman of the Hong Kong Intrusion Investment Group.,He is the chairman of board in Hong Kong Wei Que Investment Group.,担任香港伟确投资集团董事长,i am the chairman of the hong kong intrusion investment group,he is the chairman of board in hong kong wei que investment group,4640.434547901154
明治时期是松山开始近代化的时代。,The Ming Dynasty was the era when Songshan began to modernize.,Meiji Period is a time when Modernization was started in recent years by Matu Yama.,明治时期是松山开始近代化的时代,the ming dynasty was the era when songshan began to modernize,meiji period is a time when modernization was started in recent years by matu yama,4640.434547901154
制药工业是敦化的支柱产业之一。,The pharmaceutical industry is one of the pillar industries of the lightening.,Pharmacy is one of the pillar industry in Dun Hua.,制药工业是敦化的支柱产业之一,the pharmaceutical industry is one of the pillar industries of the lightening,pharmacy is one of the pillar industry in dun hua,4640.434547901154
克里斯托弗二世。,Christophe II,Christoffer II.,克里斯托弗二世,christophe ii,christoffer ii,4640.434547901154
商朝已经出现信史。,The Shang Dynasty has appeared.,There were messengers in Shang Dynasty.,商朝已经出现信史,the shang dynasty has appeared,there were messengers in shang dynasty,4640.434547901154
雷诺还在上学的时候他的父母就去世了。,"When LeBron was still in school, his parents passed away.",Renolds’s parents died when he was a student.,雷诺还在上学的时候他的父母就去世了,when lebron was still in school his parents passed away,renolds s parents died when he was a student,4640.434547901154
同年废除。,the boiling of a jewel,It was abolished in the same year.,同年废除,the boiling of a jewel,it was abolished in the same year,4640.434547901154
当地相传是由圣伯多禄开教。,Local legends are told by the Holy légion,"According to the locals, it’s St. Peter who start education.",当地相传是由圣伯多禄开教,local legends are told by the holy légion,according to the locals it s st peter who start education,4640.434547901154
盈盈是西非人。,Yingying is from the West,Yingying is a West African.,盈盈是西非人,yingying is from the west,yingying is a west african,4640.434547901154
他在此前曾担任过参议院的发言人。,He was a spokesman for the Senate before this.,He has been the speaker of Senate before.,他在此前曾担任过参议院的发言人,he was a spokesman for the senate before this,he has been the speaker of senate before,4640.434547901154
小区仿银杏蟹为扇蟹科仿银杏蟹属的动物。,Community,XIao Qu Fang Yin Xing Crab is an animal of Fang Yin Xing Crab in Shan Crab family.,小区仿银杏蟹为扇蟹科仿银杏蟹属的动物,community,xiao qu fang yin xing crab is an animal of fang yin xing crab in shan crab family,4640.434547901154
他喜爱打保龄球。,He loves bowling,He is fond of playing bowling.,他喜爱打保龄球,he loves bowling,he is fond of playing bowling,4640.434547901154
胡璧城是光绪丁酉科举人。,Hu Bi Cheng Shi Guang Xu Ding You Ke Ju Ren,"Hu Bicheng is a Ju Ren (a successful candidate in the imperial examination at province level) in the Ding You years of Guangxu(1897), Qing Dynasty.",胡璧城是光绪丁酉科举人,hu bi cheng shi guang xu ding you ke ju ren,hu bicheng is a ju ren in the ding you years of guangxu qing dynasty,4640.434547901154
渐渐长大,"What Road does Keiho do for you in 2020? Keiho asset keeps me alive as I keep growing. This is my story, reflect on theBlade. To be a good player in 21 years, I rehearsed and practiced hard, but after temple at Keiho, My dream came true Koei, Tannam量弃 bikes",grow up gradually.,渐渐长大,what road does keiho do for you in 2020 keiho asset keeps me alive as i keep growing this is my story reflect on theblade to be a good player in 21 years i rehearsed and practiced hard but after temple at keiho my dream came true koei tannam量弃 bikes,grow up gradually,4640.434547901154
他是香港本土培养的第一代有卓越成就的画家之一。,He is one of the first generation of artists who have excellent achievements in local training in Hong Kong.,He is one of the first generation of extraordinary painters cultivated by Hong Kong.,他是香港本土培养的第一代有卓越成就的画家之一,he is one of the first generation of artists who have excellent achievements in local training in hong kong,he is one of the first generation of extraordinary painters cultivated by hong kong,4640.434547901154
